GO	description	category	ERR977403	ERR977404	ERR977405	ERR977406	ERR977407	ERR977408	ERR977409	ERR977410	ERR977411	ERR977412	ERR977413	ERR977414	ERR977415	ERR977416	ERR977417	ERR977418	ERR977419	ERR977420	ERR977421	ERR977422	ERR977423	ERR977424	ERR977425
GO:0009060	aerobic respiration	biological process	2267	3298	6291	4124	1067	1071	5032	1706	3537	3328	3390	5202	5043	4905	7733	7559	7423	21149	20760	20326	3552	5478	10145
GO:0009063	cellular amino acid catabolic process	biological process	2	0	3	1	66	66	359	123	152	159	161	345	342	307	234	222	217	709	755	733	51	107	151
GO:0009072	aromatic amino acid family metabolic process	biological process	10	22	58	16	92	93	376	149	698	663	692	715	690	678	1009	1033	1030	3955	3914	3918	562	829	2054
GO:0009073	aromatic amino acid family biosynthetic process	biological process	2583	2306	4160	2133	626	794	3824	1046	2835	2849	2689	3762	3785	3781	7367	7365	7262	12272	12069	12068	4841	8460	13374
GO:0009074	aromatic amino acid family catabolic process	biological process	153	125	192	95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1
GO:0009081	branched-chain amino acid metabolic process	biological process	0	0	2	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0009082	branched-chain amino acid biosynthetic process	biological process	2049	1702	3272	1702	247	296	1340	391	735	688	741	1297	1297	1214	2888	2804	2829	4597	4509	4236	981	1986	2642
GO:0009086	methionine biosynthetic process	biological process	5229	4999	8581	4312	387	437	2129	592	1754	1683	1648	2227	2344	2252	5910	5868	5780	10417	10610	10345	3075	5597	9236
GO:0009088	threonine biosynthetic process	biological process	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	0	0	1
GO:0009089	lysine biosynthetic process via diaminopimelate	biological process	3765	3484	6313	3545	464	536	2495	717	1447	1412	1388	1889	1811	1795	5354	5167	5020	8901	8815	8612	1413	2129	4340
GO:0009094	L-phenylalanine biosynthetic process	biological process	1925	1759	3180	1687	250	298	1308	390	871	847	829	1374	1272	1295	3440	3383	3289	4661	4581	4724	928	1703	2385
GO:0009098	leucine biosynthetic process	biological process	2499	2286	3962	2378	208	237	1283	317	611	573	540	1072	1075	987	2464	2429	2397	3120	2923	2907	443	924	1206
GO:0009102	biotin biosynthetic process	biological process	137	114	237	139	1	2	5	5	0	0	0	0	1	1	10	6	10	19	16	11	1	2	3
GO:0009103	lipopolysaccharide biosynthetic process	biological process	792	558	1169	661	161	171	865	213	164	173	137	443	372	421	850	834	773	1808	1620	1675	129	247	424
GO:0009107	lipoate biosynthetic process	biological process	548	506	885	554	82	76	370	96	142	173	153	173	144	141	568	592	585	924	876	870	185	252	484
GO:0009108	coenzyme biosynthetic process	biological process	0	0	0	0	0	1	6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0009113	purine nucleobase biosynthetic process	biological process	1998	1754	3330	1867	304	368	1673	532	1128	1088	1111	1443	1412	1353	3820	3773	3799	5831	5608	5516	1583	2218	4274
GO:0009116	nucleoside metabolic process	biological process	6489	5834	10815	5912	1265	1428	6702	2376	4490	4328	4307	6554	6446	6171	11631	11269	11180	17954	18067	17305	6170	11690	15106
GO:0009117	nucleotide metabolic process	biological process	0	0	0	0	50	34	193	52	266	222	232	134	173	157	722	768	727	2757	2699	2725	267	248	1009
GO:0009132	nucleoside diphosphate metabolic process	biological process	0	0	0	0	4	2	28	4	2	5	5	10	11	10	12	7	11	13	11	21	10	5	17
GO:0009156	ribonucleoside monophosphate biosynthetic process	biological process	438	339	706	405	62	87	302	100	158	147	162	198	194	164	577	637	532	911	873	870	155	256	411
GO:0009159	deoxyribonucleoside monophosphate catabolic process	biological process	0	0	0	0	48	64	290	161	64	77	63	151	108	130	188	193	200	334	373	332	111	193	358
GO:0009164	nucleoside catabolic process	biological process	0	0	0	0	0	2	7	0	0	1	1	0	0	0	1	0	0	16	9	9	0	0	0
GO:0009165	nucleotide biosynthetic process	biological process	1227	1181	2227	1402	256	305	1396	623	770	728	713	972	1038	955	2224	2159	2011	4583	4604	4496	728	1264	2826
GO:0009166	nucleotide catabolic process	biological process	1300	1185	2077	1098	214	209	998	329	767	713	743	1200	1156	1082	899	832	913	2342	2320	2255	726	1251	1664
GO:0009168	purine ribonucleoside monophosphate biosynthetic process	biological process	1	0	2	0	1	3	19	16	12	8	12	28	41	36	38	29	30	38	46	46	22	35	114
GO:0009186	deoxyribonucleoside diphosphate metabolic process	biological process	1653	1616	2809	1578	104	121	639	456	395	363	350	339	291	306	920	930	864	2750	2759	2552	179	231	673
GO:0009190	cyclic nucleotide biosynthetic process	biological process	1701	1762	3142	1740	1431	1631	7908	2348	4860	4809	4809	8100	7888	7814	8536	8104	7818	8912	8845	8630	5914	14204	13477
GO:0009214	cyclic nucleotide catabolic process	biological process	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
GO:0009228	thiamine biosynthetic process	biological process	6040	5559	9739	5573	301	353	1606	485	1667	1643	1654	1838	1798	1775	10221	10458	10147	14396	14355	14072	2220	3193	6430
GO:0009229	thiamine diphosphate biosynthetic process	biological process	0	0	0	0	106	151	733	159	214	214	228	480	452	417	177	152	160	361	273	313	388	864	842
GO:0009231	riboflavin biosynthetic process	biological process	6825	5902	10817	5810	1129	1319	6438	1942	4162	4123	4017	5746	5473	5425	12947	13001	12759	20767	20637	20396	6176	9850	16664
GO:0009234	menaquinone biosynthetic process	biological process	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
GO:0009235	cobalamin metabolic process	biological process	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3	0	0	0
GO:0009236	cobalamin biosynthetic process	biological process	8904	8874	15844	7824	549	691	3679	792	1565	1460	1465	3563	3471	3281	13794	13704	13223	21340	21518	20747	2246	3658	8112
GO:0009239	enterobactin biosynthetic process	biological process	0	0	0	0	3	5	19	4	0	3	2	3	1	1	1	5	1	53	53	52	0	0	0
GO:0009244	lipopolysaccharide core region biosynthetic process	biological process	1	3	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0009245	lipid A biosynthetic process	biological process	7219	6589	12227	6758	663	602	2785	1019	3147	3026	3048	3146	3041	3014	11699	11347	11436	18406	18616	18188	3206	4133	9648
GO:0009246	enterobacterial common antigen biosynthetic process	biological process	0	0	1	0	0	0	1	1	0	0	0	0	1	2	11	4	15	48	35	46	0	7	69
GO:0009247	glycolipid biosynthetic process	biological process	95	132	228	197	38	44	202	90	97	94	78	247	221	223	88	82	94	232	253	239	55	188	173
GO:0009249	protein lipoylation	biological process	1894	1713	2892	1534	364	440	1888	674	1150	1132	1106	1697	1639	1568	3658	3761	3636	5362	5440	5255	883	1505	2514
GO:0009250	glucan biosynthetic process	biological process	0	0	0	0	0	0	1	2	0	2	1	9	3	8	1	1	1	15	11	14	2	17	19
GO:0009252	peptidoglycan biosynthetic process	biological process	386	267	544	268	85	98	458	246	312	287	282	640	592	534	356	394	330	275	256	251	215	552	529
GO:0009253	peptidoglycan catabolic process	biological process	1898	1966	3500	1963	714	723	3494	1980	3171	3097	3014	3618	3583	3619	7085	6982	7057	16228	16398	16202	3213	4414	9671
GO:0009254	peptidoglycan turnover	biological process	2645	2534	4143	2565	215	189	921	320	825	797	815	944	925	889	3575	3380	3429	6804	6752	6760	697	805	2331
GO:0009264	deoxyribonucleotide catabolic process	biological process	98	61	136	59	12	26	126	93	24	24	27	32	36	31	60	61	51	174	162	169	13	44	87
GO:0009267	cellular response to starvation	biological process	2244	1588	3058	1421	87	81	349	160	440	442	424	604	586	592	3636	3817	3657	5237	5068	5254	688	856	2221
GO:0009271	phage shock	biological process	0	0	0	0	2	2	0	0	9	21	16	13	11	21	50	58	51	106	126	118	5	5	56
GO:0009274	peptidoglycan-based cell wall	cellular component	31	40	78	51	2	2	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0009276	Gram-negative-bacterium-type cell wall	cellular component	1	0	1	0	0	0	5	0	0	1	0	2	0	0	2	3	1	110	130	101	0	12	151
GO:0009277	fungal-type cell wall	cellular component	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0009279	cell outer membrane	cellular component	3629	3051	5465	3054	380	314	1699	604	1358	1383	1344	1033	1043	951	4547	4475	4232	10248	9928	9701	745	872	3547
GO:0009288	bacterial-type flagellum	cellular component	4470	4103	7516	4291	188	211	882	285	687	696	594	734	735	641	3802	3813	3633	8614	8435	8161	352	484	1331
GO:0009289	pilus	cellular component	264	343	671	478	21	22	81	34	80	88	87	61	62	69	450	440	425	2306	2271	2200	32	39	460
GO:0009291	unidirectional conjugation	biological process	2107	1743	2892	1206	195	201	967	259	814	764	743	1338	1246	1335	3150	3044	3028	2728	2529	2573	713	783	1630
GO:0009294	DNA mediated transformation	biological process	1328	1255	2250	1315	250	292	1368	571	1040	970	988	1309	1346	1346	2976	2865	2909	4520	4348	4459	1047	1828	3165
GO:0009295	nucleoid	cellular component	0	0	0	0	9	10	52	44	34	27	30	13	10	10	18	14	16	934	944	891	5	32	224
GO:0009297	pilus assembly	biological process	93	182	274	210	7	6	23	12	20	31	38	11	23	13	57	63	69	455	415	380	13	7	72
GO:0009298	GDP-mannose biosynthetic process	biological process	0	0	1	0	9	15	84	27	29	21	21	53	54	45	43	43	57	77	74	65	24	65	113
GO:0009306	protein secretion	biological process	19083	16024	29859	15642	1284	1202	5638	2038	5240	5017	4951	6382	6120	6211	26102	25859	25038	43311	43533	42127	5005	6912	15003
GO:0009307	DNA restriction-modification system	biological process	3281	2083	4290	2143	277	262	1151	455	960	1051	981	1689	1701	1689	3929	3745	3569	4038	3941	4022	1241	2476	3142
GO:0009308	amine metabolic process	biological process	356	298	512	242	157	223	989	215	219	188	204	577	563	575	331	342	344	1005	1086	1096	515	991	1533
GO:0009312	oligosaccharide biosynthetic process	biological process	1	3	3	0	3	12	37	15	20	24	23	36	19	31	60	69	62	158	140	146	1	16	117
GO:0009316	3-isopropylmalate dehydratase complex	cellular component	403	390	607	401	20	22	116	25	7	9	11	15	14	17	59	57	70	93	102	84	0	0	0
GO:0009317	acetyl-CoA carboxylase complex	cellular component	2985	2457	4719	2491	309	290	1464	479	1223	1222	1192	1318	1253	1276	4290	4189	4116	6734	6705	6539	1128	1501	2872
GO:0009318	exodeoxyribonuclease VII complex	cellular component	769	703	1270	711	126	121	638	185	344	364	346	580	517	523	1165	1165	1120	1733	1732	1734	546	1021	1509
GO:0009325	nitrate reductase complex	cellular component	32	48	75	91	1	1	19	3	0	0	1	0	1	0	1	2	0	2	3	0	0	0	0
GO:0009326	formate dehydrogenase complex	cellular component	5	11	15	13	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0009331	glycerol-3-phosphate dehydrogenase complex	cellular component	797	757	1303	747	236	276	1325	322	363	376	355	540	545	511	1095	1036	1017	1960	1875	1815	380	645	1103
GO:0009341	beta-galactosidase complex	cellular component	6	5	10	0	122	133	620	199	441	401	446	1000	1006	1001	229	220	215	1516	1554	1460	569	976	1630
GO:0009346	citrate lyase complex	cellular component	1	0	0	0	15	9	48	15	50	36	38	59	61	43	26	25	20	170	206	194	139	144	315
GO:0009347	aspartate carbamoyltransferase complex	cellular component	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0009349	riboflavin synthase complex	cellular component	1083	918	1649	943	172	208	940	261	723	738	736	878	853	827	2595	2590	2473	4604	4543	4521	1214	1887	3660
GO:0009360	DNA polymerase III complex	cellular component	3425	2912	5281	3070	504	573	2610	1333	1702	1677	1615	2334	2344	2221	5761	5679	5444	9094	8908	8505	1694	2699	5235
GO:0009366	enterobactin synthetase complex	cellular component	0	0	0	0	3	5	19	4	0	3	2	3	1	1	1	5	1	53	53	52	0	0	0
GO:0009372	quorum sensing	biological process	0	0	0	0	15	13	70	35	140	140	154	134	123	140	475	500	508	541	560	573	109	233	536
GO:0009375	ferredoxin hydrogenase complex	cellular component	1	0	0	0	32	33	175	40	77	75	59	93	64	78	119	125	127	186	212	171	39	42	96
GO:0009376	HslUV protease complex	cellular component	75	80	158	132	6	1	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0009378	four-way junction helicase activity	molecular function	3905	3492	6337	3558	649	755	3392	1457	2780	2926	2754	3453	3347	3342	8278	8282	8104	12065	12273	12005	4604	8074	15334
GO:0009379	Holliday junction helicase complex	cellular component	552	449	860	492	71	78	379	154	223	245	239	251	237	226	823	904	898	1207	1242	1139	246	391	979
GO:0009394	2'-deoxyribonucleotide metabolic process	biological process	2329	1944	3172	1411	119	137	714	166	371	320	364	640	598	653	2981	3080	2989	1742	1738	1775	718	1014	1404
GO:0009395	phospholipid catabolic process	biological process	0	0	0	0	0	0	1	2	1	0	1	2	3	2	7	12	12	7	4	10	0	2	9
GO:0009396	folic acid-containing compound biosynthetic process	biological process	10038	10029	18395	11046	989	1098	5329	1840	5164	4957	5048	6946	6962	6927	14661	14556	14438	17303	17101	16749	7646	14150	18984
GO:0009399	nitrogen fixation	biological process	4	5	7	2	34	22	115	30	146	130	136	138	157	124	310	325	331	740	801	742	107	125	412
GO:0009401	phosphoenolpyruvate-dependent sugar phosphotransferase system	biological process	682	933	1667	1177	285	294	1404	498	919	862	842	2363	2290	2243	2021	1961	1983	7235	7204	6994	1662	3249	6072
GO:0009403	toxin biosynthetic process	biological process	192	290	480	384	51	65	289	105	160	138	130	178	180	166	350	343	337	1353	1273	1234	21	25	130
GO:0009404	toxin metabolic process	biological process	0	0	0	0	1	9	14	5	10	10	10	15	22	17	56	40	52	79	98	97	10	13	16
GO:0009405	pathogenesis	biological process	22	34	40	1	68	53	235	323	242	252	246	318	291	309	332	364	304	3359	3351	3196	290	343	1096
GO:0009411	response to UV	biological process	0	0	0	0	14	10	51	38	38	29	40	98	95	86	9	3	10	93	122	103	48	95	286
GO:0009420	bacterial-type flagellum filament	cellular component	400	348	680	406	47	29	150	56	44	36	49	38	35	36	158	123	182	369	380	347	0	0	2
GO:0009424	bacterial-type flagellum hook	cellular component	1075	1009	1785	1122	29	39	193	43	89	68	62	94	99	88	416	386	431	1186	1128	1064	20	24	90
GO:0009425	bacterial-type flagellum basal body	cellular component	3049	2743	4958	2621	123	122	608	196	651	668	659	785	732	673	3527	3566	3532	5759	5872	5698	604	802	1846
GO:0009427	bacterial-type flagellum basal body, distal rod, L ring	cellular component	1462	1195	2271	1091	62	60	285	91	333	334	350	385	402	408	1743	1818	1716	2981	3021	2997	424	484	1154
GO:0009428	bacterial-type flagellum basal body, distal rod, P ring	cellular component	2894	2589	4697	2387	137	130	602	163	747	723	685	820	819	842	3457	3706	3635	6736	6850	6527	646	856	2124
GO:0009431	bacterial-type flagellum basal body, MS ring	cellular component	556	464	896	500	15	17	112	45	32	29	24	40	37	29	174	180	185	315	304	294	0	0	0
GO:0009432	SOS response	biological process	52	46	119	101	8	10	57	11	0	1	0	4	1	0	2	3	1	61	70	61	0	3	24
GO:0009435	NAD biosynthetic process	biological process	4399	3941	7210	3813	516	581	2777	825	1860	1826	1816	2306	2156	2156	7472	7560	7211	10811	10587	10514	2683	4077	7133
GO:0009439	cyanate metabolic process	biological process	0	0	0	0	8	8	55	9	44	36	35	88	60	59	465	504	470	677	669	621	68	63	186
GO:0009443	pyridoxal 5'-phosphate salvage	biological process	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0
GO:0009446	putrescine biosynthetic process	biological process	43	38	60	0	237	266	1166	338	680	660	625	830	814	760	1347	1391	1277	3763	3637	3681	677	909	1863
GO:0009451	RNA modification	biological process	9400	8256	14087	7604	1323	1463	6796	2201	4622	4519	4460	5725	5714	5595	15086	14592	14548	22489	22038	21868	5700	9509	16317
GO:0009452	7-methylguanosine RNA capping	biological process	16	7	17	3	7	12	50	32	20	15	25	32	36	38	42	54	36	54	68	63	2	7	45
GO:0009496	plastoquinol--plastocyanin reductase activity	molecular function	0	0	0	0	1	0	5	2	3	3	3	1	1	1	14	6	7	14	11	16	4	0	5
GO:0009507	chloroplast	cellular component	0	0	0	0	0	0	2	1	0	0	0	1	0	0	0	0	0	1	10	1	0	0	0
GO:0009512	cytochrome b6f complex	cellular component	0	2	1	0	0	0	1	0	0	2	1	0	1	3	0	0	0	1	3	4	1	7	7
GO:0009521	photosystem	cellular component	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	17	8	10	3	40	50
GO:0009522	photosystem I	cellular component	0	0	1	0	0	1	6	6	4	3	0	6	1	8	10	5	14	44	48	38	5	130	148
GO:0009523	photosystem II	cellular component	0	0	0	0	2	4	11	4	9	3	9	8	16	16	4	11	8	47	44	34	14	51	80
GO:0009538	photosystem I reaction center	cellular component	0	0	0	0	0	1	0	2	1	1	0	1	0	4	4	3	7	9	11	6	0	6	12
GO:0009539	photosystem II reaction center	cellular component	0	0	0	0	1	3	7	3	7	3	5	7	12	10	4	8	7	31	36	23	13	37	58
GO:0009579	thylakoid	cellular component	0	0	0	0	0	0	1	3	1	0	0	0	1	3	0	0	0	26	27	28	5	112	122
GO:0009584	detection of visible light	biological process	0	0	0	0	17	19	61	12	57	88	87	68	80	79	1	10	3	1044	1011	1054	50	72	141
GO:0009607	response to biotic stimulus	biological process	0	0	0	0	5	4	34	16	19	16	13	27	33	27	10	15	9	42	47	37	22	85	153
GO:0009611	response to wounding	biological process	0	0	0	0	0	0	2	1	6	2	3	4	3	2	6	3	5	18	9	12	3	9	11
GO:0009617	response to bacterium	biological process	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	30	30	32	0	0	1
GO:0009636	response to toxic substance	biological process	93	137	227	177	8	9	54	17	49	48	38	29	41	31	86	121	95	391	383	382	50	47	154
GO:0009654	photosystem II oxygen evolving complex	cellular component	0	0	0	0	0	0	2	0	0	0	0	0	2	3	0	1	1	1	2	2	0	1	3
GO:0009664	plant-type cell wall organization	biological process	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
GO:0009678	hydrogen-translocating pyrophosphatase activity	molecular function	4483	4007	7342	3877	791	815	4003	1275	2956	2913	2732	4049	3716	3804	9814	9630	9395	13066	12693	12623	4000	6409	10007
GO:0009690	cytokinin metabolic process	biological process	0	0	0	0	0	1	8	1	7	3	4	10	2	8	11	18	15	6	4	5	5	5	6
GO:0009697	salicylic acid biosynthetic process	biological process	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
GO:0009712	catechol-containing compound metabolic process	biological process	6	10	25	0	10	9	48	10	65	76	79	66	73	82	85	67	66	704	723	735	57	83	207
GO:0009725	response to hormone	biological process	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0
GO:0009733	response to auxin	biological process	0	1	0	0	0	0	0	0	0	0	0	0	0	0	5	4	3	0	0	3	0	0	0
GO:0009758	carbohydrate utilization	biological process	0	0	0	0	1	0	2	1	4	1	3	4	2	2	1	0	0	309	349	305	3	3	21
GO:0009767	photosynthetic electron transport chain	biological process	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	18	8	10	3	42	54
GO:0009772	photosynthetic electron transport in photosystem II	biological process	70	85	138	1	15	31	122	37	190	200	214	255	222	243	17	11	10	435	507	472	245	264	509
GO:0009813	flavonoid biosynthetic process	biological process	0	0	0	0	1	1	2	1	1	1	0	0	0	0	1	3	0	6	11	9	0	0	0
GO:0009847	spore germination	biological process	0	0	0	0	1	2	15	8	13	22	12	28	23	23	0	2	1	1	1	2	33	87	182
GO:0009877	nodulation	biological process	1	3	3	0	4	12	38	14	21	24	21	37	19	31	61	68	61	172	155	153	1	15	112
GO:0009882	blue light photoreceptor activity	molecular function	0	0	0	0	19	27	120	32	145	155	153	145	117	122	60	62	40	983	1034	1013	108	117	335
GO:0009890	negative regulation of biosynthetic process	biological process	0	0	0	0	0	0	0	0	0	0	0	1	1	3	2	0	0	1	1	1	0	4	2
GO:0009898	cytoplasmic side of plasma membrane	cellular component	0	0	0	0	0	0	0	1	2	3	2	0	0	0	0	1	1	29	18	23	0	3	56
GO:0009916	alternative oxidase activity	molecular function	0	0	0	0	9	9	30	9	24	26	33	12	19	18	82	69	79	372	398	426	50	50	183
GO:0009966	regulation of signal transduction	biological process	0	0	0	0	0	0	1	1	0	0	0	2	2	0	1	1	0	2	2	1	1	4	13
GO:0009968	negative regulation of signal transduction	biological process	0	0	0	0	0	0	0	0	0	1	0	1	2	2	0	0	1	0	0	0	0	0	0
GO:0009972	cytidine deamination	biological process	0	0	0	0	36	36	203	56	103	120	86	167	169	164	139	149	155	304	294	325	81	162	260
GO:0009976	tocopherol cyclase activity	molecular function	0	0	0	0	26	24	135	30	25	17	14	66	62	90	1	1	1	7	2	3	71	241	151
GO:0009982	pseudouridine synthase activity	molecular function	6978	6048	10376	5644	1038	1092	5088	1647	3347	3298	3222	4049	3982	3909	11061	10557	10545	16869	16501	16335	3828	6309	11376
GO:0009986	cell surface	cellular component	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0
GO:0010024	phytochromobilin biosynthetic process	biological process	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	9	2	0	0	0
GO:0010033	response to organic substance	biological process	1416	1420	2609	1459	78	86	411	94	281	289	244	300	327	326	1077	1094	1010	4011	3993	3727	270	231	873
GO:0010038	response to metal ion	biological process	1037	776	1523	864	64	69	308	124	270	264	252	339	319	305	1599	1610	1605	1488	1487	1414	360	580	946
